event,fighter_1,fighter_2,result,method,round,time
UFC 65: Bad Intentions,Nick Diaz,Gleison Tibau,win,"KO/TKO

      

        Punches",2,2:27
UFC 65: Bad Intentions,Antoni Hardonk,Sherman Pendergarst,win,"KO/TKO

      

        Punch",1,3:15
UFC 65: Bad Intentions,James Irvin,Hector Ramirez,win,"KO/TKO

      

        Punch",2,2:36
UFC 65: Bad Intentions,Jake O'Brien,Josh Shockman,win,U-DEC,3,5:00
The Ultimate Fighter: The Comeback Finale,Matt Serra,Chris Lytle,win,S-DEC,3,5:00
The Ultimate Fighter: The Comeback Finale,Travis Lutter,Patrick Cote,win,"SUB

      

        Armbar",1,2:18
The Ultimate Fighter: The Comeback Finale,Din Thomas,Rich Clementi,win,"SUB

      

        Rear Naked Choke",2,3:11
The Ultimate Fighter: The Comeback Finale,Jorge Rivera,Edwin DeWees,win,"KO/TKO

      

        Punches",1,2:37
The Ultimate Fighter: The Comeback Finale,Pete Spratt,Jeremy Jackson,win,"SUB

      

        Injury",2,1:11
The Ultimate Fighter: The Comeback Finale,Scott Smith,Pete Sell,win,"KO/TKO

      

        Punch",2,3:25
The Ultimate Fighter: The Comeback Finale,Charles McCarthy,Gideon Ray,win,"SUB

      

        Armbar",1,4:43
The Ultimate Fighter: The Comeback Finale,Martin Kampmann,Thales Leites,win,U-DEC,3,5:00
UFC 64: Unstoppable,Anderson Silva,Rich Franklin,win,"KO/TKO

      

        Knees",1,2:59
UFC 64: Unstoppable,Sean Sherk,Kenny Florian,win,U-DEC,5,5:00
UFC 64: Unstoppable,Jon Fitch,Kuniyoshi Hironaka,win,U-DEC,3,5:00
UFC 64: Unstoppable,Carmelo Marrero,Cheick Kongo,win,S-DEC,3,5:00
UFC 64: Unstoppable,Spencer Fisher,Dan Lauzon,win,"KO/TKO

      

        Punches",1,4:38
UFC 64: Unstoppable,Yushin Okami,Kalib Starnes,win,"KO/TKO

      

        Punches",3,1:40
UFC 64: Unstoppable,Clay Guida,Justin James,win,"SUB

      

        Rear Naked Choke",2,4:42
UFC 64: Unstoppable,Kurt Pellegrino,Junior Assuncao,win,"SUB

      

        Rear Naked Choke",1,2:04
Ortiz vs Shamrock 3: The Final Chapter,Tito Ortiz,Ken Shamrock,win,"KO/TKO

      

        Punches",1,2:23
Ortiz vs Shamrock 3: The Final Chapter,Kendall Grove,Chris Price,win,"KO/TKO

      

        Elbows",1,3:59
Ortiz vs Shamrock 3: The Final Chapter,Jason MacDonald,Ed Herman,win,"SUB

      

        Triangle Choke",1,2:43
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill,Seth Petruzelli,win,U-DEC,3,5:00
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt,Crafton Wallace,win,"SUB

      

        Rear Naked Choke",2,1:14
Ortiz vs Shamrock 3: The Final Chapter,Tony DeSouza,Dustin Hazelett,win,"SUB

      

        Kimura",1,3:59
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer,Josh Haynes,win,U-DEC,3,5:00
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves,John Alessio,win,U-DEC,3,5:00
Ortiz vs Shamrock 3: The Final Chapter,Marcus Davis,Forrest Petz,win,"SUB

      

        Guillotine Choke",1,4:58
UFC 63: Hughes vs Penn,Matt Hughes,BJ Penn,win,"KO/TKO

      

        Punches",3,3:53
UFC 63: Hughes vs Penn,Mike Swick,David Loiseau,win,U-DEC,3,5:00
UFC 63: Hughes vs Penn,Melvin Guillard,Gabe Ruediger,win,"KO/TKO

      

        Punch",2,1:01
UFC 63: Hughes vs Penn,Rashad Evans,Jason Lambert,win,"KO/TKO

      

        Punches",2,2:22
UFC 63: Hughes vs Penn,Joe Lauzon,Jens Pulver,win,"KO/TKO

      

        Punch",1,0:48
UFC 63: Hughes vs Penn,Roger Huerta,Jason Dent,win,U-DEC,3,5:00
UFC 63: Hughes vs Penn,Eddie Sanchez,Mario Neto,win,"KO/TKO

      

        Punch",2,0:17
UFC 63: Hughes vs Penn,Jorge Gurgel,Danny Abbadi,win,S-DEC,3,5:00
UFC 63: Hughes vs Penn,Tyson Griffin,David Lee,win,"SUB

      

        Rear Naked Choke",1,1:50
UFC 62: Liddell vs Sobral,Chuck Liddell,Renato Sobral,win,"KO/TKO

      

        Punches",1,1:35
UFC 62: Liddell vs Sobral,Forrest Griffin,Stephan Bonnar,win,U-DEC,3,5:00
UFC 62: Liddell vs Sobral,Nick Diaz,Josh Neer,win,"SUB

      

        Kimura",3,1:42
UFC 62: Liddell vs Sobral,Cheick Kongo,Christian Wellisch,win,"KO/TKO

      

        Knee",1,2:51
UFC 62: Liddell vs Sobral,Hermes Franca,Jamie Varner,win,"SUB

      

        Armbar",3,3:31
UFC 62: Liddell vs Sobral,Eric Schafer,Rob MacDonald,win,"SUB

      

        Arm Triangle",1,2:26
UFC 62: Liddell vs Sobral,Wilson Gouveia,Wes Combs,win,"SUB

      

        Rear Naked Choke",1,3:23
UFC 62: Liddell vs Sobral,David Heath,Cory Walmsley,win,"SUB

      

        Rear Naked Choke",1,2:32
UFC 62: Liddell vs Sobral,Yushin Okami,Alan Belcher,win,U-DEC,3,5:00
UFC Fight Night 6,Diego Sanchez,Karo Parisyan,win,U-DEC,3,5:00
UFC Fight Night 6,Chris Leben,Jorge Santiago,win,"KO/TKO

      

        Punches",2,0:35
UFC Fight Night 6,Dean Lister,Yuki Sasaki,win,U-DEC,3,5:00
UFC Fight Night 6,Josh Koscheck,Jonathan Goulet,win,"KO/TKO

      

        Punches",1,4:10
UFC Fight Night 6,Martin Kampmann,Crafton Wallace,win,"SUB

      

        Rear Naked Choke",1,2:59
UFC Fight Night 6,Joe Riggs,Jason Von Flue,win,"SUB

      

        Triangle Choke",1,2:01
UFC Fight Night 6,Jake O'Brien,Kristof Midoux,win,"KO/TKO

      

        Punches",2,0:52
UFC Fight Night 6,Forrest Petz,Sammy Morgan,win,U-DEC,3,5:00
UFC Fight Night 6,Anthony Torres,Pat Healy,win,"SUB

      

        Rear Naked Choke",1,2:37
UFC 61: Bitter Rivals,Tim Sylvia,Andrei Arlovski,win,U-DEC,5,5:00
UFC 61: Bitter Rivals,Joshua Burkman,Josh Neer,win,U-DEC,3,5:00
UFC 61: Bitter Rivals,Tito Ortiz,Ken Shamrock,win,"KO/TKO

      

        Elbows",1,1:18
UFC 61: Bitter Rivals,Frank Mir,Dan Christison,win,U-DEC,3,5:00
UFC 61: Bitter Rivals,Joe Stevenson,Yves Edwards,win,KO/TKO,2,5:00
UFC 61: Bitter Rivals,Hermes Franca,Joe Jordan,win,"SUB

      

        Triangle Choke",3,0:47
UFC 61: Bitter Rivals,Jeff Monson,Anthony Perosh,win,"KO/TKO

      

        Punches",1,2:42
UFC 61: Bitter Rivals,Cheick Kongo,Gilbert Aldana,win,KO/TKO,1,4:13
UFC 61: Bitter Rivals,Drew Fickett,Kurt Pellegrino,win,"SUB

      

        Rear Naked Choke",3,1:20
UFC Fight Night 5,Jonathan Goulet,Luke Cummo,win,M-DEC,3,5:00
UFC Fight Night 5,Anderson Silva,Chris Leben,win,"KO/TKO

      

        Punches",1,0:49
UFC Fight Night 5,Rashad Evans,Stephan Bonnar,win,M-DEC,3,5:00
UFC Fight Night 5,Mark Hominick,Jorge Gurgel,win,U-DEC,3,5:00
UFC Fight Night 5,Josh Koscheck,Dave Menne,win,U-DEC,3,5:00
UFC Fight Night 5,Jason Lambert,Branden Lee Hinkle,win,"KO/TKO

      

        Punches",1,5:00
UFC Fight Night 5,Jon Fitch,Thiago Alves,win,"KO/TKO

      

        Kick",2,4:37
UFC Fight Night 5,Rob MacDonald,Kristian Rothaermel,win,"SUB

      

        Armbar",1,4:01
UFC Fight Night 5,Jorge Santiago,Justin Levens,win,"KO/TKO

      

        Knee",1,2:13
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kenny Florian,Sam Stout,win,"SUB

      

        Rear Naked Choke",1,1:46
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Michael Bisping,Josh Haynes,win,"KO/TKO

      

        Punches",2,4:14
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kendall Grove,Ed Herman,win,U-DEC,3,5:00
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Keith Jardine,Wilson Gouveia,win,U-DEC,3,5:00
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Rory Singer,Ross Pointon,win,"SUB

      

        Triangle Choke",1,0:44
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kalib Starnes,Danny Abbadi,win,"SUB

      

        Rear Naked Choke",1,2:56
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Luigi Fioravanti,Solomon Hutcherson,win,"KO/TKO

      

        Punch",1,4:15
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Matt Hamill,Jesse Forbes,win,"KO/TKO

      

        Elbows",1,4:47
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Mike Nickels,Wes Combs,win,"SUB

      

        Rear Naked Choke",1,3:10
UFC 60: Hughes vs Gracie,Matt Hughes,Royce Gracie,win,"KO/TKO

      

        Punches",1,4:39
UFC 60: Hughes vs Gracie,Dean Lister,Alessio Sakara,win,"SUB

      

        Triangle Choke",1,2:20
UFC 60: Hughes vs Gracie,Diego Sanchez,John Alessio,win,U-DEC,3,5:00
UFC 60: Hughes vs Gracie,Brandon Vera,Assuerio Silva,win,"SUB

      

        Guillotine Choke",1,2:39
UFC 60: Hughes vs Gracie,Mike Swick,Joe Riggs,win,"SUB

      

        Guillotine Choke",1,2:19
UFC 60: Hughes vs Gracie,Jeremy Horn,Chael Sonnen,win,"SUB

      

        Armbar",2,1:17
UFC 60: Hughes vs Gracie,Spencer Fisher,Matt Wiman,win,"KO/TKO

      

        Flying Knee",2,1:43
UFC 60: Hughes vs Gracie,Gabriel Gonzaga,Fabiano Scherner,win,"KO/TKO

      

        Punch",2,0:24
UFC 60: Hughes vs Gracie,Melvin Guillard,Rick Davis,win,"KO/TKO

      

        Punch",1,1:37
UFC 59: Reality Check,Tim Sylvia,Andrei Arlovski,win,"KO/TKO

      

        Punch",1,2:43
UFC 59: Reality Check,Sean Sherk,Nick Diaz,win,U-DEC,3,5:00
UFC 59: Reality Check,Tito Ortiz,Forrest Griffin,win,S-DEC,3,5:00
UFC 59: Reality Check,Evan Tanner,Justin Levens,win,"SUB

      

        Triangle Choke",1,3:14
UFC 59: Reality Check,Jeff Monson,Marcio Cruz,win,S-DEC,3,5:00
UFC 59: Reality Check,Karo Parisyan,Nick Thompson,win,"KO/TKO

      

        Punches",1,4:44
UFC 59: Reality Check,David Terrell,Scott Smith,win,"SUB

      

        Rear Naked Choke",1,3:08
UFC 59: Reality Check,Jason Lambert,Terry Martin,win,"KO/TKO

      

        Punches",2,2:37
UFC 59: Reality Check,Thiago Alves,Derrick Noble,win,"KO/TKO

      

        Punches",1,2:54
UFC Fight Night 4,Stephan Bonnar,Keith Jardine,win,U-DEC,3,5:00
UFC Fight Night 4,Rashad Evans,Sam Hoger,win,S-DEC,3,5:00
UFC Fight Night 4,Josh Neer,Joe Stevenson,win,U-DEC,3,5:00
UFC Fight Night 4,Chris Leben,Luigi Fioravanti,win,U-DEC,3,5:00
UFC Fight Night 4,Luke Cummo,Jason Von Flue,win,U-DEC,3,5:00
UFC Fight Night 4,Jon Fitch,Joshua Burkman,win,"SUB

      

        Rear Naked Choke",2,4:57
UFC Fight Night 4,Dan Christison,Brad Imes,win,"SUB

      

        Armbar",3,3:37
UFC Fight Night 4,Josh Koscheck,Ansar Chalangov,win,"SUB

      

        Rear Naked Choke",1,3:29
UFC Fight Night 4,Chael Sonnen,Trevor Prangley,win,U-DEC,3,5:00
UFC 58: USA vs Canada,Rich Franklin,David Loiseau,win,U-DEC,5,5:00
UFC 58: USA vs Canada,Mike Swick,Steve Vigneault,win,"SUB

      

        Guillotine Choke",1,2:09
UFC 58: USA vs Canada,Georges St-Pierre,BJ Penn,win,S-DEC,3,5:00
UFC 58: USA vs Canada,Nate Marquardt,Joe Doerksen,win,U-DEC,3,5:00
UFC 58: USA vs Canada,Mark Hominick,Yves Edwards,win,"SUB

      

        Triangle Choke",2,1:52
UFC 58: USA vs Canada,Sam Stout,Spencer Fisher,win,S-DEC,3,5:00
UFC 58: USA vs Canada,Jason Lambert,Rob MacDonald,win,"SUB

      

        Kimura",1,1:54
UFC 58: USA vs Canada,Tom Murphy,Icho Larenas,win,"KO/TKO

      

        Punches",3,1:59
UFC 57: Liddell vs Couture 3,Chuck Liddell,Randy Couture,win,"KO/TKO

      

        Punch",2,1:28
UFC 57: Liddell vs Couture 3,Brandon Vera,Justin Eilers,win,"KO/TKO

      

        Kick",1,1:25
UFC 57: Liddell vs Couture 3,Marcio Cruz,Frank Mir,win,"KO/TKO

      

        Punches",1,4:10
UFC 57: Liddell vs Couture 3,Renato Sobral,Mike van Arsdale,win,"SUB

      

        Rear Naked Choke",1,2:21
UFC 57: Liddell vs Couture 3,Joe Riggs,Nick Diaz,win,U-DEC,3,5:00
UFC 57: Liddell vs Couture 3,Alessio Sakara,Elvis Sinosic,win,U-DEC,3,5:00
UFC 57: Liddell vs Couture 3,Paul Buentello,Gilbert Aldana,win,"KO/TKO

      

        Punches",2,2:27
UFC 57: Liddell vs Couture 3,Jeff Monson,Branden Lee Hinkle,win,"SUB

      

        North-South Choke",1,4:35
UFC 57: Liddell vs Couture 3,Keith Jardine,Mike Whitehead,win,U-DEC,3,5:00
UFC Fight Night 3,Tim Sylvia,Assuerio Silva,win,U-DEC,3,5:00
UFC Fight Night 3,Stephan Bonnar,James Irvin,win,"SUB

      

        Kimura",1,4:30
UFC Fight Night 3,Joshua Burkman,Drew Fickett,win,"SUB

      

        Guillotine Choke",1,1:07
UFC Fight Night 3,Chris Leben,Jorge Rivera,win,"KO/TKO

      

        Punch",1,1:44
UFC Fight Night 3,Josh Neer,Melvin Guillard,win,"SUB

      

        Triangle Choke",1,4:20
UFC Fight Night 3,Duane Ludwig,Jonathan Goulet,win,"KO/TKO

      

        Punch",1,0:06
UFC Fight Night 3,Spencer Fisher,Aaron Riley,win,KO/TKO,1,5:00
UFC Fight Night 3,Jason Von Flue,Alex Karalexis,win,"SUB

      

        Von Flue Choke",3,1:17
UFC 56: Full Force,Rich Franklin,Nate Quarry,win,"KO/TKO

      

        Punch",1,2:34
UFC 56: Full Force,Gabriel Gonzaga,Kevin Jordan,win,"KO/TKO

      

        Punch",3,4:39
UFC 56: Full Force,Matt Hughes,Joe Riggs,win,"SUB

      

        Kimura",1,3:28
UFC 56: Full Force,Georges St-Pierre,Sean Sherk,win,"KO/TKO

      

        Elbows",2,2:53
UFC 56: Full Force,Jeremy Horn,Trevor Prangley,win,U-DEC,3,5:00
UFC 56: Full Force,Sam Hoger,Jeff Newton,win,"SUB

      

        Rear Naked Choke",2,2:05
UFC 56: Full Force,Thiago Alves,Ansar Chalangov,win,"KO/TKO

      

        Punches",1,2:25
UFC 56: Full Force,Nick Thompson,Keith Wisniewski,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Diego Sanchez,Nick Diaz,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Rashad Evans,Brad Imes,win,S-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joe Stevenson,Luke Cummo,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Kenny Florian,Kit Cope,win,"SUB

      

        Rear Naked Choke",2,0:37
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joshua Burkman,Sammy Morgan,win,"KO/TKO

      

        Slam",1,0:21
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Melvin Guillard,Marcus Davis,win,KO/TKO,2,2:55
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Keith Jardine,Kerry Schall,win,"KO/TKO

      

        Kicks",2,3:28
UFC 55: Fury,Andrei Arlovski,Paul Buentello,win,"KO/TKO

      

        Punch",1,0:15
UFC 55: Fury,Branden Lee Hinkle,Sean Gannon,win,"KO/TKO

      

        Punches",1,4:14
UFC 55: Fury,Forrest Griffin,Elvis Sinosic,win,"KO/TKO

      

        Punches",1,3:30
UFC 55: Fury,Renato Sobral,Chael Sonnen,win,"SUB

      

        Triangle Choke",2,1:20
UFC 55: Fury,Joe Riggs,Chris Lytle,win,KO/TKO,2,2:00
UFC 55: Fury,Jorge Rivera,Dennis Hallman,win,U-DEC,3,5:00
UFC 55: Fury,Marcio Cruz,Keigo Kunihara,win,"SUB

      

        Rear Naked Choke",2,1:02
UFC 55: Fury,Alessio Sakara,Ron Faircloth,nc,CNC,2,0:10
UFC Fight Night 2,David Loiseau,Evan Tanner,win,KO/TKO,2,4:15
UFC Fight Night 2,Chris Leben,Edwin DeWees,win,"SUB

      

        Armbar",1,3:26
UFC Fight Night 2,Brandon Vera,Fabiano Scherner,win,"KO/TKO

      

        Knee",2,3:22
UFC Fight Night 2,Drew Fickett,Josh Koscheck,win,"SUB

      

        Rear Naked Choke",3,4:28
UFC Fight Night 2,Spencer Fisher,Thiago Alves,win,"SUB

      

        Triangle Choke",2,4:43
UFC Fight Night 2,Jon Fitch,Brock Larson,win,U-DEC,3,5:00
UFC Fight Night 2,Jonathan Goulet,Jay Hieron,win,KO/TKO,3,1:05
UFC 54: Boiling Point,Chuck Liddell,Jeremy Horn,win,"KO/TKO

      

        Punches",4,2:46
UFC 54: Boiling Point,Tim Sylvia,Tra Telligman,win,"KO/TKO

      

        Kick",1,4:59
UFC 54: Boiling Point,Randy Couture,Mike van Arsdale,win,"SUB

      

        Anaconda Choke",3,0:52
UFC 54: Boiling Point,Diego Sanchez,Brian Gassaway,win,"KO/TKO

      

        Punches",2,1:56
UFC 54: Boiling Point,Georges St-Pierre,Frank Trigg,win,"SUB

      

        Rear Naked Choke",1,4:09
UFC 54: Boiling Point,Matt Lindland,Joe Doerksen,win,U-DEC,3,5:00
UFC 54: Boiling Point,Trevor Prangley,Travis Lutter,win,U-DEC,3,5:00
UFC 54: Boiling Point,James Irvin,Terry Martin,win,"KO/TKO

      

        Flying Knee",2,0:09
UFC Fight Night 1,Nate Marquardt,Ivan Salaverry,win,U-DEC,3,5:00
UFC Fight Night 1,Chris Leben,Patrick Cote,win,S-DEC,3,5:00
UFC Fight Night 1,Stephan Bonnar,Sam Hoger,win,U-DEC,3,5:00
UFC Fight Night 1,Nate Quarry,Pete Sell,win,"KO/TKO

      

        Punches",1,0:42
UFC Fight Night 1,Josh Koscheck,Pete Spratt,win,"SUB

      

        Rear Naked Choke",1,1:53
UFC Fight Night 1,Mike Swick,Gideon Ray,win,"KO/TKO

      

        Punches",1,0:22
UFC Fight Night 1,Kenny Florian,Alex Karalexis,win,KO/TKO,2,2:52
UFC Fight Night 1,Drew Fickett,Josh Neer,win,"SUB

      

        Rear Naked Choke",1,1:35
UFC 53: Heavy Hitters,Andrei Arlovski,Justin Eilers,win,"KO/TKO

      

        Punches",1,4:10
UFC 53: Heavy Hitters,Karo Parisyan,Matt Serra,win,U-DEC,3,5:00
UFC 53: Heavy Hitters,Rich Franklin,Evan Tanner,win,KO/TKO,4,3:25
UFC 53: Heavy Hitters,Forrest Griffin,Bill Mahood,win,"SUB

      

        Rear Naked Choke",1,2:18
UFC 53: Heavy Hitters,Paul Buentello,Kevin Jordan,win,"SUB

      

        Neck Crank",1,4:00
UFC 53: Heavy Hitters,Nate Quarry,Shonie Carter,win,"KO/TKO

      

        Punches",1,2:37
UFC 53: Heavy Hitters,David Loiseau,Charles McCarthy,win,"KO/TKO

      

        Spinning Back Kick",2,2:10
UFC 53: Heavy Hitters,Nick Diaz,Koji Oishi,win,"KO/TKO

      

        Punch",1,1:24
UFC 52: Couture vs Liddell 2,Chuck Liddell,Randy Couture,win,"KO/TKO

      

        Punch",1,2:06
UFC 52: Couture vs Liddell 2,Renato Sobral,Travis Wiuff,win,"SUB

      

        Armbar",2,0:24
UFC 52: Couture vs Liddell 2,Matt Hughes,Frank Trigg,win,"SUB

      

        Rear Naked Choke",1,4:05
UFC 52: Couture vs Liddell 2,Matt Lindland,Travis Lutter,win,"SUB

      

        Guillotine Choke",2,3:13
UFC 52: Couture vs Liddell 2,Georges St-Pierre,Jason Miller,win,U-DEC,3,5:00
UFC 52: Couture vs Liddell 2,Ivan Salaverry,Joe Riggs,win,"SUB

      

        Triangle Choke",1,2:42
UFC 52: Couture vs Liddell 2,Joe Doerksen,Patrick Cote,win,"SUB

      

        Rear Naked Choke",3,2:35
UFC 52: Couture vs Liddell 2,Mike van Arsdale,John Marsh,win,U-DEC,3,5:00
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Rich Franklin,Ken Shamrock,win,"KO/TKO

      

        Punches",1,2:42
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Forrest Griffin,Stephan Bonnar,win,U-DEC,3,5:00
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Diego Sanchez,Kenny Florian,win,"KO/TKO

      

        Punches",1,2:49
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger,Bobby Southworth,win,U-DEC,3,5:00
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben,Jason Thacker,win,"KO/TKO

      

        Punches",1,1:35
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck,Chris Sanford,win,"KO/TKO

      

        Punches",1,4:21
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Nate Quarry,Lodune Sincaid,win,"KO/TKO

      

        Punches",1,3:17
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick,Alex Schoenauer,win,"KO/TKO

      

        Punch",1,0:20
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis,Josh Rafferty,win,"KO/TKO

      

        Punches",1,1:40
UFC 51: Super Saturday,Tito Ortiz,Vitor Belfort,win,S-DEC,3,5:00
UFC 51: Super Saturday,Pete Sell,Phil Baroni,win,"SUB

      

        Guillotine Choke",3,4:19
UFC 51: Super Saturday,Andrei Arlovski,Tim Sylvia,win,"SUB

      

        Ankle Lock",1,0:47
UFC 51: Super Saturday,Evan Tanner,David Terrell,win,"KO/TKO

      

        Punches",1,4:35
UFC 51: Super Saturday,Paul Buentello,Justin Eilers,win,"KO/TKO

      

        Punches",1,3:34
UFC 51: Super Saturday,Mike Kyle,James Irvin,win,"KO/TKO

      

        Punch",1,1:55
UFC 51: Super Saturday,David Loiseau,Gideon Ray,win,KO/TKO,1,5:00
UFC 51: Super Saturday,Karo Parisyan,Chris Lytle,win,U-DEC,3,5:00
UFC 51: Super Saturday,Nick Diaz,Drew Fickett,win,"KO/TKO

      

        Punches",1,4:40
UFC 50: The War Of '04,Tito Ortiz,Patrick Cote,win,U-DEC,3,5:00
UFC 50: The War Of '04,Rich Franklin,Jorge Rivera,win,"SUB

      

        Armbar",3,4:28
UFC 50: The War Of '04,Matt Hughes,Georges St-Pierre,win,"SUB

      

        Armbar",1,4:59
UFC 50: The War Of '04,Frank Trigg,Renato Verissimo,win,"KO/TKO

      

        Elbows",2,2:11
UFC 50: The War Of '04,Evan Tanner,Robbie Lawler,win,"SUB

      

        Triangle Choke",1,2:22
UFC 50: The War Of '04,Ivan Salaverry,Tony Fryklund,win,"SUB

      

        Other - Lock",1,1:36
UFC 50: The War Of '04,Travis Lutter,Marvin Eastman,win,"KO/TKO

      

        Punch",2,0:33
UFC 49: Unfinished Business,Randy Couture,Vitor Belfort,win,KO/TKO,3,5:00
UFC 49: Unfinished Business,Joe Riggs,Joe Doerksen,win,"KO/TKO

      

        Elbows",2,3:39
UFC 49: Unfinished Business,Chuck Liddell,Vernon White,win,"KO/TKO

      

        Punch",1,4:05
UFC 49: Unfinished Business,David Terrell,Matt Lindland,win,"KO/TKO

      

        Punch",1,0:24
UFC 49: Unfinished Business,Justin Eilers,Mike Kyle,win,"KO/TKO

      

        Punch",1,1:14
UFC 49: Unfinished Business,Chris Lytle,Ronald Jhun,win,"SUB

      

        Guillotine Choke",2,1:17
UFC 49: Unfinished Business,Karo Parisyan,Nick Diaz,win,S-DEC,3,5:00
UFC 49: Unfinished Business,Yves Edwards,Josh Thomson,win,"KO/TKO

      

        Kick",1,4:32
UFC 48: Payback,Ken Shamrock,Kimo Leopoldo,win,"KO/TKO

      

        Knee",1,1:26
UFC 48: Payback,Frank Trigg,Dennis Hallman,win,"KO/TKO

      

        Punches",1,4:15
UFC 48: Payback,Frank Mir,Tim Sylvia,win,"SUB

      

        Armbar",1,0:50
UFC 48: Payback,Matt Hughes,Renato Verissimo,win,U-DEC,3,5:00
UFC 48: Payback,Evan Tanner,Phil Baroni,win,U-DEC,3,5:00
UFC 48: Payback,Matt Serra,Ivan Menjivar,win,U-DEC,3,5:00
UFC 48: Payback,Georges St-Pierre,Jay Hieron,win,"KO/TKO

      

        Punches",1,1:42
UFC 48: Payback,Trevor Prangley,Curtis Stout,win,"SUB

      

        Scarf Hold",2,1:05
UFC 47: It's On!,Chuck Liddell,Tito Ortiz,win,"KO/TKO

      

        Punches",2,0:38
UFC 47: It's On!,Chris Lytle,Tiki Ghosn,win,"SUB

      

        Bulldog Choke",2,1:55
UFC 47: It's On!,Yves Edwards,Hermes Franca,win,S-DEC,3,5:00
UFC 47: It's On!,Andrei Arlovski,Wesley Correira,win,"KO/TKO

      

        Punches",2,1:15
UFC 47: It's On!,Nick Diaz,Robbie Lawler,win,"KO/TKO

      

        Punch",2,1:31
UFC 47: It's On!,Mike Kyle,Wes Sims,win,"KO/TKO

      

        Punch",1,4:59
UFC 47: It's On!,Jonathan Wiezorek,Wade Shipp,win,"KO/TKO

      

        Punches",1,4:40
UFC 47: It's On!,Genki Sudo,Mike Brown,win,"SUB

      

        Triangle Choke",1,3:31
UFC 46: Supernatural,Vitor Belfort,Randy Couture,win,KO/TKO,1,0:49
UFC 46: Supernatural,Renato Verissimo,Carlos Newton,win,U-DEC,3,5:00
UFC 46: Supernatural,BJ Penn,Matt Hughes,win,"SUB

      

        Rear Naked Choke",1,4:39
UFC 46: Supernatural,Frank Mir,Wes Sims,win,"KO/TKO

      

        Punch",2,4:21
UFC 46: Supernatural,Lee Murray,Jorge Rivera,win,"SUB

      

        Triangle Choke",1,1:45
UFC 46: Supernatural,Georges St-Pierre,Karo Parisyan,win,U-DEC,3,5:00
UFC 46: Supernatural,Josh Thomson,Hermes Franca,win,M-DEC,3,5:00
UFC 46: Supernatural,Matt Serra,Jeff Curran,win,U-DEC,3,5:00
UFC 45: Revolution,Matt Hughes,Frank Trigg,win,"SUB

      

        Rear Naked Choke",1,3:54
UFC 45: Revolution,Matt Lindland,Falaniko Vitale,win,"KO/TKO

      

        Punches",3,4:23
UFC 45: Revolution,Wesley Correira,David Abbott,win,KO/TKO,1,2:14
UFC 45: Revolution,Evan Tanner,Phil Baroni,win,"KO/TKO

      

        Elbows",1,4:42
UFC 45: Revolution,Robbie Lawler,Chris Lytle,win,U-DEC,3,5:00
UFC 45: Revolution,Pedro Rizzo,Ricco Rodriguez,win,U-DEC,3,5:00
UFC 45: Revolution,Keith Rockel,Chris Liguori,win,"SUB

      

        Guillotine Choke",1,3:29
UFC 45: Revolution,Yves Edwards,Nick Agallar,win,"KO/TKO

      

        Punch",2,2:14
UFC 44: Undisputed,Randy Couture,Tito Ortiz,win,U-DEC,5,5:00
UFC 44: Undisputed,Andrei Arlovski,Vladimir Matyushenko,win,"KO/TKO

      

        Punches",1,1:59
UFC 44: Undisputed,Tim Sylvia,Gan McGee,win,"KO/TKO

      

        Punch",1,1:54
UFC 44: Undisputed,Jorge Rivera,David Loiseau,win,U-DEC,3,5:00
