event,date,fighter_1,fighter_2,weight,result,method,round,time
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Wilson Gouveia,Jason MacDonald,Middleweight,win,"KO/TKO

      

        Elbow",1,2:18
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Junie Browning,David Kaplan,Lightweight,win,"SUB

      

        Armbar",2,1:32
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Krzysztof Soszynski,Shane Primm,Light Heavyweight,win,"SUB

      

        Kimura",2,3:27
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Eliot Marshall,Jules Bruchez,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,1:27
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Tom Lawlor,Kyle Kingsbury,Light Heavyweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Shane Nelson,George Roop,Lightweight,win,S-DEC,3,5:00
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008",Rolando Delgado,John Polakowski,Lightweight,win,"SUB

      

        Guillotine Choke",2,2:18
UFC Fight Night - Fight for the Troops,"December 10, 2008",Josh Koscheck,Yoshiyuki Yoshida,Welterweight,win,"KO/TKO

      

        Punches",1,2:15
UFC Fight Night - Fight for the Troops,"December 10, 2008",Mike Swick,Jonathan Goulet,Welterweight,win,"KO/TKO

      

        Punch",1,0:33
UFC Fight Night - Fight for the Troops,"December 10, 2008",Steve Cantwell,Razak Al-Hassan,Light Heavyweight,win,"SUB

      

        Armbar",1,4:04
UFC Fight Night - Fight for the Troops,"December 10, 2008",Tim Credeur,Nate Loughran,Middleweight,win,KO/TKO,2,5:00
UFC Fight Night - Fight for the Troops,"December 10, 2008",Jim Miller,Matt Wiman,Lightweight,win,U-DEC,3,5:00
UFC Fight Night - Fight for the Troops,"December 10, 2008",Luigi Fioravanti,Brodie Farber,Catch Weight,win,U-DEC,3,5:00
UFC Fight Night - Fight for the Troops,"December 10, 2008",Steve Bruno,Johnny Rees,Welterweight,win,"SUB

      

        Rear Naked Choke",2,3:44
UFC Fight Night - Fight for the Troops,"December 10, 2008",Ben Saunders,Brandon Wolff,Welterweight,win,"KO/TKO

      

        Knees",1,1:49
UFC Fight Night - Fight for the Troops,"December 10, 2008",Dale Hartt,Corey Hill,Lightweight,win,KO/TKO,2,0:20
UFC Fight Night - Fight for the Troops,"December 10, 2008",Justin McCully,Eddie Sanchez,Heavyweight,win,U-DEC,3,5:00
UFC 91: Couture vs Lesnar,"November 15, 2008",Brock Lesnar,Randy Couture,Heavyweight,win,"KO/TKO

      

        Punches",2,3:07
UFC 91: Couture vs Lesnar,"November 15, 2008",Kenny Florian,Joe Stevenson,Lightweight,win,"SUB

      

        Rear Naked Choke",1,4:03
UFC 91: Couture vs Lesnar,"November 15, 2008",Dustin Hazelett,Tamdan McCrory,Welterweight,win,"SUB

      

        Armbar",1,3:59
UFC 91: Couture vs Lesnar,"November 15, 2008",Gabriel Gonzaga,Josh Hendricks,Heavyweight,win,"KO/TKO

      

        Punch",1,1:01
UFC 91: Couture vs Lesnar,"November 15, 2008",Demian Maia,Nate Quarry,Middleweight,win,"SUB

      

        Rear Naked Choke",1,2:13
UFC 91: Couture vs Lesnar,"November 15, 2008",Aaron Riley,Jorge Gurgel,Lightweight,win,U-DEC,3,5:00
UFC 91: Couture vs Lesnar,"November 15, 2008",Jeremy Stephens,Rafael Dos Anjos,Lightweight,win,"KO/TKO

      

        Punch",3,0:39
UFC 91: Couture vs Lesnar,"November 15, 2008",Mark Bocek,Alvin Robinson,Lightweight,win,"SUB

      

        Rear Naked Choke",3,3:16
UFC 91: Couture vs Lesnar,"November 15, 2008",Matt Brown,Ryan Thomas,Welterweight,win,"SUB

      

        Armbar",2,0:57
UFC 90: Silva vs Cote,"October 25, 2008",Anderson Silva,Patrick Cote,Middleweight,win,KO/TKO,3,0:39
UFC 90: Silva vs Cote,"October 25, 2008",Thiago Alves,Josh Koscheck,Welterweight,win,U-DEC,3,5:00
UFC 90: Silva vs Cote,"October 25, 2008",Gray Maynard,Rich Clementi,Lightweight,win,U-DEC,3,5:00
UFC 90: Silva vs Cote,"October 25, 2008",Junior Dos Santos,Fabricio Werdum,Heavyweight,win,"KO/TKO

      

        Punch",1,1:21
UFC 90: Silva vs Cote,"October 25, 2008",Sean Sherk,Tyson Griffin,Lightweight,win,U-DEC,3,5:00
UFC 90: Silva vs Cote,"October 25, 2008",Thales Leites,Drew McFedries,Middleweight,win,"SUB

      

        Rear Naked Choke",1,1:18
UFC 90: Silva vs Cote,"October 25, 2008",Spencer Fisher,Shannon Gugerty,Lightweight,win,"SUB

      

        Triangle Choke",3,3:56
UFC 90: Silva vs Cote,"October 25, 2008",Dan Miller,Matt Horwich,Middleweight,win,U-DEC,3,5:00
UFC 90: Silva vs Cote,"October 25, 2008",Hermes Franca,Marcus Aurelio,Lightweight,win,U-DEC,3,5:00
UFC 90: Silva vs Cote,"October 25, 2008",Pete Sell,Joshua Burkman,Welterweight,win,U-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Michael Bisping,Chris Leben,Middleweight,win,U-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Keith Jardine,Brandon Vera,Light Heavyweight,win,S-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Luiz Cane,Rameau Thierry Sokoudjou,Light Heavyweight,win,"KO/TKO

      

        Punches",2,4:15
UFC 89: Bisping vs Leben,"October 18, 2008",Chris Lytle,Paul Taylor,Welterweight,win,U-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Marcus Davis,Paul Kelly,Welterweight,win,"SUB

      

        Guillotine Choke",2,2:16
UFC 89: Bisping vs Leben,"October 18, 2008",Dan Hardy,Akihiro Gono,Welterweight,win,S-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Shane Carwin,Neil Wain,Heavyweight,win,"KO/TKO

      

        Punches",1,1:31
UFC 89: Bisping vs Leben,"October 18, 2008",David Bielkheden,Jess Liaudin,Lightweight,win,U-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Terry Etim,Sam Stout,Lightweight,win,U-DEC,3,5:00
UFC 89: Bisping vs Leben,"October 18, 2008",Jim Miller,David Baron,Lightweight,win,"SUB

      

        Rear Naked Choke",3,3:19
UFC 89: Bisping vs Leben,"October 18, 2008",Per Eklund,Samy Schiavo,Lightweight,win,"SUB

      

        Rear Naked Choke",3,1:47
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Nate Diaz,Josh Neer,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Clay Guida,Mac Danzig,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Alan Belcher,Ed Herman,Middleweight,win,S-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Eric Schafer,Houston Alexander,Light Heavyweight,win,"SUB

      

        Arm Triangle",1,4:53
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Alessio Sakara,Joe Vedepo,Middleweight,win,"KO/TKO

      

        Kick",1,1:27
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Wilson Gouveia,Ryan Jensen,Middleweight,win,"SUB

      

        Armbar",2,2:04
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Joe Lauzon,Kyle Bradley,Lightweight,win,"KO/TKO

      

        Punches",2,1:34
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Jason Brilz,Brad Morris,Light Heavyweight,win,"KO/TKO

      

        Punches",2,2:54
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Mike Massenzio,Drew McFedries,Middleweight,win,"SUB

      

        Kimura",1,1:28
UFC Fight Night: Diaz vs Neer,"September 17, 2008",Dan Miller,Rob Kimmons,Middleweight,win,"SUB

      

        Rear Naked Choke",1,1:27
UFC 88: Breakthrough,"September 06, 2008",Rashad Evans,Chuck Liddell,Light Heavyweight,win,"KO/TKO

      

        Punch",2,1:51
UFC 88: Breakthrough,"September 06, 2008",Rich Franklin,Matt Hamill,Light Heavyweight,win,"KO/TKO

      

        Kick",3,0:39
UFC 88: Breakthrough,"September 06, 2008",Dan Henderson,Rousimar Palhares,Middleweight,win,U-DEC,3,5:00
UFC 88: Breakthrough,"September 06, 2008",Nate Marquardt,Martin Kampmann,Middleweight,win,"KO/TKO

      

        Punches",1,1:22
UFC 88: Breakthrough,"September 06, 2008",Dong Hyun Kim,Matt Brown,Welterweight,win,S-DEC,3,5:00
UFC 88: Breakthrough,"September 06, 2008",Kurt Pellegrino,Thiago Tavares,Lightweight,win,U-DEC,3,5:00
UFC 88: Breakthrough,"September 06, 2008",Tim Boetsch,Michael Patt,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:03
UFC 88: Breakthrough,"September 06, 2008",Jason MacDonald,Jason Lambert,Middleweight,win,"SUB

      

        Rear Naked Choke",2,1:20
UFC 88: Breakthrough,"September 06, 2008",Ryo Chonan,Roan Carneiro,Welterweight,win,S-DEC,3,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Georges St-Pierre,Jon Fitch,Welterweight,win,U-DEC,5,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Brock Lesnar,Heath Herring,Heavyweight,win,U-DEC,3,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Rob Emerson,Manvel Gamburyan,Lightweight,win,"KO/TKO

      

        Punch",1,0:12
UFC 87: Seek And Destroy,"August 09, 2008",Kenny Florian,Roger Huerta,Lightweight,win,U-DEC,3,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Demian Maia,Jason MacDonald,Middleweight,win,"SUB

      

        Rear Naked Choke",3,2:44
UFC 87: Seek And Destroy,"August 09, 2008",Tamdan McCrory,Luke Cummo,Welterweight,win,U-DEC,3,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Cheick Kongo,Dan Evensen,Heavyweight,win,"KO/TKO

      

        Punch",1,4:55
UFC 87: Seek And Destroy,"August 09, 2008",Jon Jones,Andre Gusmao,Light Heavyweight,win,U-DEC,3,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Chris Wilson,Steve Bruno,Welterweight,win,U-DEC,3,5:00
UFC 87: Seek And Destroy,"August 09, 2008",Ben Saunders,Ryan Thomas,Welterweight,win,"SUB

      

        Armbar",2,2:28
UFC: Silva vs Irvin,"July 19, 2008",Anderson Silva,James Irvin,Light Heavyweight,win,"KO/TKO

      

        Punch",1,1:01
UFC: Silva vs Irvin,"July 19, 2008",Brandon Vera,Reese Andy,Light Heavyweight,win,U-DEC,3,5:00
UFC: Silva vs Irvin,"July 19, 2008",Frankie Edgar,Hermes Franca,Lightweight,win,U-DEC,3,5:00
UFC: Silva vs Irvin,"July 19, 2008",Cain Velasquez,Jake O'Brien,Heavyweight,win,"KO/TKO

      

        Punches",1,2:02
UFC: Silva vs Irvin,"July 19, 2008",Kevin Burns,Anthony Johnson,Welterweight,win,KO/TKO,3,3:35
UFC: Silva vs Irvin,"July 19, 2008",CB Dollaway,Jesse Taylor,Middleweight,win,"SUB

      

        Peruvian Necktie",1,3:58
UFC: Silva vs Irvin,"July 19, 2008",Tim Credeur,Cale Yarbrough,Middleweight,win,"KO/TKO

      

        Punches",1,1:54
UFC: Silva vs Irvin,"July 19, 2008",Rory Markham,Brodie Farber,Welterweight,win,"KO/TKO

      

        Kick",1,1:37
UFC: Silva vs Irvin,"July 19, 2008",Nate Loughran,Johnny Rees,Middleweight,win,"SUB

      

        Triangle Choke",1,4:21
UFC: Silva vs Irvin,"July 19, 2008",Brad Blackburn,James Giboo,Welterweight,win,"KO/TKO

      

        Punches",2,2:29
UFC: Silva vs Irvin,"July 19, 2008",Shannon Gugerty,Dale Hartt,Lightweight,win,"SUB

      

        Rear Naked Choke",1,3:33
UFC 86: Jackson vs Griffin,"July 05, 2008",Forrest Griffin,Quinton Jackson,Light Heavyweight,win,U-DEC,5,5:00
UFC 86: Jackson vs Griffin,"July 05, 2008",Patrick Cote,Ricardo Almeida,Middleweight,win,S-DEC,3,5:00
UFC 86: Jackson vs Griffin,"July 05, 2008",Joe Stevenson,Gleison Tibau,Lightweight,win,"SUB

      

        Guillotine Choke",2,2:57
UFC 86: Jackson vs Griffin,"July 05, 2008",Josh Koscheck,Chris Lytle,Welterweight,win,U-DEC,3,5:00
UFC 86: Jackson vs Griffin,"July 05, 2008",Tyson Griffin,Marcus Aurelio,Lightweight,win,U-DEC,3,5:00
UFC 86: Jackson vs Griffin,"July 05, 2008",Gabriel Gonzaga,Justin McCully,Heavyweight,win,"SUB

      

        Kimura",1,1:57
UFC 86: Jackson vs Griffin,"July 05, 2008",Cole Miller,Jorge Gurgel,Lightweight,win,"SUB

      

        Triangle Choke",3,4:48
UFC 86: Jackson vs Griffin,"July 05, 2008",Melvin Guillard,Dennis Siver,Lightweight,win,"KO/TKO

      

        Punches",1,0:36
UFC 86: Jackson vs Griffin,"July 05, 2008",Justin Buchholz,Corey Hill,Lightweight,win,"SUB

      

        Rear Naked Choke",2,3:57
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Kendall Grove,Evan Tanner,Middleweight,win,S-DEC,3,5:00
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Amir Sadollah,CB Dollaway,Middleweight,win,"SUB

      

        Armbar",1,3:02
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Diego Sanchez,Luigi Fioravanti,Welterweight,win,"KO/TKO

      

        Flying Knee",3,4:07
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Spencer Fisher,Jeremy Stephens,Lightweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Matthew Riddle,Dante Rivera,Middleweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Dustin Hazelett,Joshua Burkman,Welterweight,win,"SUB

      

        Armbar",2,4:46
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Drew McFedries,Marvin Eastman,Middleweight,win,"KO/TKO

      

        Punches",1,1:08
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Matt Brown,Matt Arroyo,Welterweight,win,"KO/TKO

      

        Punches",2,3:40
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Dean Lister,Jeremy Horn,Middleweight,win,"SUB

      

        Guillotine Choke",1,3:52
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008",Rob Kimmons,Rob Yundt,Middleweight,win,"SUB

      

        Guillotine Choke",1,3:58
UFC 85: Bedlam,"June 07, 2008",Thiago Alves,Matt Hughes,Welterweight,win,"KO/TKO

      

        Flying Knee",2,1:02
UFC 85: Bedlam,"June 07, 2008",Michael Bisping,Jason Day,Middleweight,win,"KO/TKO

      

        Punches",1,3:42
UFC 85: Bedlam,"June 07, 2008",Mike Swick,Marcus Davis,Welterweight,win,U-DEC,3,5:00
UFC 85: Bedlam,"June 07, 2008",Thales Leites,Nate Marquardt,Middleweight,win,S-DEC,3,5:00
UFC 85: Bedlam,"June 07, 2008",Fabricio Werdum,Brandon Vera,Heavyweight,win,"KO/TKO

      

        Punches",1,4:40
UFC 85: Bedlam,"June 07, 2008",Martin Kampmann,Jorge Rivera,Middleweight,win,"SUB

      

        Guillotine Choke",1,2:44
UFC 85: Bedlam,"June 07, 2008",Matt Wiman,Thiago Tavares,Lightweight,win,"KO/TKO

      

        Punches",2,1:57
UFC 85: Bedlam,"June 07, 2008",Kevin Burns,Roan Carneiro,Welterweight,win,"SUB

      

        Triangle Choke",2,3:50
UFC 85: Bedlam,"June 07, 2008",Luiz Cane,Jason Lambert,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:07
UFC 85: Bedlam,"June 07, 2008",Paul Taylor,Jess Liaudin,Welterweight,win,S-DEC,3,5:00
UFC 85: Bedlam,"June 07, 2008",Antoni Hardonk,Eddie Sanchez,Heavyweight,win,"KO/TKO

      

        Punch",2,4:15
UFC 84: Ill Will,"May 24, 2008",BJ Penn,Sean Sherk,Lightweight,win,"KO/TKO

      

        Flying Knee",3,5:00
UFC 84: Ill Will,"May 24, 2008",Wanderlei Silva,Keith Jardine,Light Heavyweight,win,"KO/TKO

      

        Punch",1,0:36
UFC 84: Ill Will,"May 24, 2008",Goran Reljic,Wilson Gouveia,Light Heavyweight,win,"KO/TKO

      

        Punch",2,3:15
UFC 84: Ill Will,"May 24, 2008",Lyoto Machida,Tito Ortiz,Light Heavyweight,win,U-DEC,3,5:00
UFC 84: Ill Will,"May 24, 2008",Thiago Silva,Antonio Mendes,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:24
UFC 84: Ill Will,"May 24, 2008",Rousimar Palhares,Ivan Salaverry,Middleweight,win,"SUB

      

        Armbar",1,2:36
UFC 84: Ill Will,"May 24, 2008",Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Light Heavyweight,win,KO/TKO,1,5:00
UFC 84: Ill Will,"May 24, 2008",Rich Clementi,Terry Etim,Lightweight,win,U-DEC,3,5:00
UFC 84: Ill Will,"May 24, 2008",Yoshiyuki Yoshida,War Machine,Welterweight,win,"SUB

      

        Anaconda Choke",1,0:56
UFC 84: Ill Will,"May 24, 2008",Dong Hyun Kim,Jason Tan,Welterweight,win,"KO/TKO

      

        Elbows",3,0:25
UFC 84: Ill Will,"May 24, 2008",Shane Carwin,Christian Wellisch,Heavyweight,win,"KO/TKO

      

        Punch",1,0:44
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Georges St-Pierre,Matt Serra,Welterweight,win,"KO/TKO

      

        Knees",2,4:45
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Rich Franklin,Travis Lutter,Middleweight,win,"KO/TKO

      

        Punches",2,3:01
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Nate Quarry,Kalib Starnes,Middleweight,win,U-DEC,3,5:00
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Michael Bisping,Charles McCarthy,Middleweight,win,"KO/TKO

      

        Knees",1,5:00
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Mac Danzig,Mark Bocek,Lightweight,win,"SUB

      

        Rear Naked Choke",3,3:48
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Jason MacDonald,Joe Doerksen,Middleweight,win,"KO/TKO

      

        Elbows",2,0:54
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Jason Day,Alan Belcher,Middleweight,win,"KO/TKO

      

        Punches",1,3:58
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Demian Maia,Ed Herman,Middleweight,win,"SUB

      

        Triangle Choke",2,2:27
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Rich Clementi,Sam Stout,Lightweight,win,S-DEC,3,5:00
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Cain Velasquez,Brad Morris,Heavyweight,win,"KO/TKO

      

        Punches",1,2:10
UFC 83: Serra vs St-Pierre 2,"April 19, 2008",Jonathan Goulet,Kuniyoshi Hironaka,Welterweight,win,"KO/TKO

      

        Punch",2,2:07
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Kenny Florian,Joe Lauzon,Lightweight,win,"KO/TKO

      

        Punches",2,3:28
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Gray Maynard,Frankie Edgar,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Thiago Alves,Karo Parisyan,Welterweight,win,"KO/TKO

      

        Knees",2,0:24
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Matt Hamill,Tim Boetsch,Light Heavyweight,win,"KO/TKO

      

        Punches",2,1:25
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Nate Diaz,Kurt Pellegrino,Lightweight,win,"SUB

      

        Triangle Choke",2,3:06
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",James Irvin,Houston Alexander,Light Heavyweight,win,"KO/TKO

      

        Punches",1,0:08
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Josh Neer,Din Thomas,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Marcus Aurelio,Ryan Roberts,Lightweight,win,"SUB

      

        Armbar",1,0:16
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Manvel Gamburyan,Jeff Cox,Lightweight,win,"SUB

      

        Guillotine Choke",1,1:41
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Clay Guida,Samy Schiavo,Lightweight,win,"KO/TKO

      

        Punches",1,4:15
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",George Sotiropoulos,Roman Mitichyan,Welterweight,win,"KO/TKO

      

        Punches",2,2:24
UFC Fight Night: Florian vs Lauzon,"April 02, 2008",Anthony Johnson,Tommy Speer,Welterweight,win,"KO/TKO

      

        Punches",1,0:51
UFC 82: Pride of a Champion,"March 01, 2008",Anderson Silva,Dan Henderson,Middleweight,win,"SUB

      

        Rear Naked Choke",2,4:52
UFC 82: Pride of a Champion,"March 01, 2008",Heath Herring,Cheick Kongo,Heavyweight,win,S-DEC,3,5:00
UFC 82: Pride of a Champion,"March 01, 2008",Chris Leben,Alessio Sakara,Middleweight,win,"KO/TKO

      

        Punches",1,3:16
UFC 82: Pride of a Champion,"March 01, 2008",Yushin Okami,Evan Tanner,Middleweight,win,"KO/TKO

      

        Knee",2,3:00
UFC 82: Pride of a Champion,"March 01, 2008",Jon Fitch,Chris Wilson,Welterweight,win,U-DEC,3,5:00
UFC 82: Pride of a Champion,"March 01, 2008",Andrei Arlovski,Jake O'Brien,Heavyweight,win,"KO/TKO

      

        Punches",2,4:17
UFC 82: Pride of a Champion,"March 01, 2008",Luigi Fioravanti,Luke Cummo,Welterweight,win,U-DEC,3,5:00
UFC 82: Pride of a Champion,"March 01, 2008",Josh Koscheck,Dustin Hazelett,Welterweight,win,"KO/TKO

      

        Kick",2,1:24
UFC 82: Pride of a Champion,"March 01, 2008",Diego Sanchez,David Bielkheden,Welterweight,win,"KO/TKO

      

        Punches",1,4:43
UFC 82: Pride of a Champion,"March 01, 2008",Jorge Gurgel,John Halverson,Lightweight,win,U-DEC,3,5:00
UFC 81: Breaking Point,"February 02, 2008",Antonio Rodrigo Nogueira,Tim Sylvia,Heavyweight,win,"SUB

      

        Guillotine Choke",3,1:28
UFC 81: Breaking Point,"February 02, 2008",Frank Mir,Brock Lesnar,Heavyweight,win,"SUB

      

        Kneebar",1,1:30
UFC 81: Breaking Point,"February 02, 2008",Nate Marquardt,Jeremy Horn,Middleweight,win,"SUB

      

        Guillotine Choke",2,1:37
UFC 81: Breaking Point,"February 02, 2008",Ricardo Almeida,Rob Yundt,Middleweight,win,"SUB

      

        Guillotine Choke",1,1:08
UFC 81: Breaking Point,"February 02, 2008",Tyson Griffin,Gleison Tibau,Lightweight,win,U-DEC,3,5:00
UFC 81: Breaking Point,"February 02, 2008",Chris Lytle,Kyle Bradley,Welterweight,win,"KO/TKO

      

        Punches",1,0:33
UFC 81: Breaking Point,"February 02, 2008",Tim Boetsch,David Heath,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:52
UFC 81: Breaking Point,"February 02, 2008",Marvin Eastman,Terry Martin,Middleweight,win,U-DEC,3,5:00
UFC 81: Breaking Point,"February 02, 2008",Rob Emerson,Keita Nakamura,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Mike Swick,Joshua Burkman,Welterweight,win,M-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Patrick Cote,Drew McFedries,Middleweight,win,"KO/TKO

      

        Punches",1,1:44
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Thiago Tavares,Michihiro Omigawa,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Nate Diaz,Alvin Robinson,Lightweight,win,"SUB

      

        Triangle Choke",1,3:39
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Kurt Pellegrino,Alberto Crane,Lightweight,win,"KO/TKO

      

        Punches",2,1:55
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Gray Maynard,Dennis Siver,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Jeremy Stephens,Cole Miller,Lightweight,win,"KO/TKO

      

        Elbows",2,4:44
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Corey Hill,Joe Veres,Lightweight,win,"KO/TKO

      

        Punches",2,0:37
UFC Fight Night: Swick vs Burkman,"January 23, 2008",Matt Wiman,Justin Buchholz,Lightweight,win,"SUB

      

        Rear Naked Choke",1,2:56
UFC 80: Rapid Fire,"January 19, 2008",BJ Penn,Joe Stevenson,Lightweight,win,"SUB

      

        Rear Naked Choke",2,4:02
UFC 80: Rapid Fire,"January 19, 2008",Fabricio Werdum,Gabriel Gonzaga,Heavyweight,win,"KO/TKO

      

        Punches",2,4:34
UFC 80: Rapid Fire,"January 19, 2008",Marcus Davis,Jess Liaudin,Welterweight,win,"KO/TKO

      

        Punch",1,1:04
UFC 80: Rapid Fire,"January 19, 2008",Wilson Gouveia,Jason Lambert,Light Heavyweight,win,"KO/TKO

      

        Punch",2,0:37
UFC 80: Rapid Fire,"January 19, 2008",Jorge Rivera,Kendall Grove,Middleweight,win,"KO/TKO

      

        Punches",1,1:20
UFC 80: Rapid Fire,"January 19, 2008",Antoni Hardonk,Colin Robinson,Heavyweight,win,"KO/TKO

      

        Punch",1,0:17
UFC 80: Rapid Fire,"January 19, 2008",Paul Kelly,Paul Taylor,Welterweight,win,U-DEC,3,5:00
UFC 80: Rapid Fire,"January 19, 2008",Alessio Sakara,James Lee,Light Heavyweight,win,"KO/TKO

      

        Punches",1,1:30
UFC 80: Rapid Fire,"January 19, 2008",Sam Stout,Per Eklund,Lightweight,win,U-DEC,3,5:00
UFC 79: Nemesis,"December 29, 2007",Georges St-Pierre,Matt Hughes,Welterweight,win,"SUB

      

        Armbar",2,4:54
UFC 79: Nemesis,"December 29, 2007",Chuck Liddell,Wanderlei Silva,Light Heavyweight,win,U-DEC,3,5:00
UFC 79: Nemesis,"December 29, 2007",Eddie Sanchez,Soa Palelei,Heavyweight,win,"KO/TKO

      

        Punches",3,3:24
UFC 79: Nemesis,"December 29, 2007",Lyoto Machida,Rameau Thierry Sokoudjou,Light Heavyweight,win,"SUB

      

        Arm Triangle",2,4:20
UFC 79: Nemesis,"December 29, 2007",Rich Clementi,Melvin Guillard,Lightweight,win,"SUB

      

        Rear Naked Choke",1,4:40
UFC 79: Nemesis,"December 29, 2007",James Irvin,Luiz Cane,Light Heavyweight,win,DQ,1,1:51
UFC 79: Nemesis,"December 29, 2007",Manvel Gamburyan,Nate Mohr,Lightweight,win,"SUB

      

        Ankle Lock",1,1:31
UFC 79: Nemesis,"December 29, 2007",Dean Lister,Jordan Radev,Middleweight,win,U-DEC,3,5:00
UFC 79: Nemesis,"December 29, 2007",Roan Carneiro,Tony DeSouza,Welterweight,win,"KO/TKO

      

        Punches",2,3:33
UFC 79: Nemesis,"December 29, 2007",Mark Bocek,Doug Evans,Lightweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Roger Huerta,Clay Guida,Lightweight,win,"SUB

      

        Rear Naked Choke",3,0:51
